AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,Mix
A712256,,2015-09-20 09:00:00,Transfer,Cat,Female,2.0,Domestic Shorthair,White/Black,2015,9,False,True
A711689,Bella,2015-09-10 18:35:00,Euthanasia,Dog,Female,3.0,Chihuahua Shorthair,Tricolor,2015,9,False,False
A669893,Buddy,2014-01-02 17:08:00,Adoption,Dog,Male,2.0,Jack Russell Terrier,White/Brown,2014,1,True,False
A716203,Sunny,2016-01-02 18:07:00,Adoption,Dog,Female,0.08333333333333333,Cairn Terrier,Black/Brown,2016,1,True,True
A705188,Willow,2015-07-03 14:46:00,Adoption,Cat,Female,4.0,Domestic Shorthair,Brown Tabby/White,2015,7,True,True
A690866,Cupcake,2014-10-31 15:09:00,Transfer,Dog,Female,1.0,Australian Cattle Dog,White/Brown,2014,10,False,True
A679089,Romeo,2014-08-06 17:48:00,Transfer,Dog,Male,3.0,American Staffordshire Terrier,Black/White,2014,8,True,True
A719963,Jolene,2016-02-15 13:33:00,Adoption,Dog,Female,2.0,Border Collie,Black/White,2016,2,True,True
A563536,Romeo,2015-01-12 13:57:00,Return_to_owner,Cat,Male,10.0,Domestic Shorthair,Cream Tabby/White,2015,1,True,True
A711126,Louisa,2015-09-08 18:24:00,Adoption,Dog,Female,0.5,Pit Bull,White/Black,2015,9,True,True
A698027,Gizmo,2015-03-06 18:34:00,Return_to_owner,Dog,Male,2.0,Chihuahua Shorthair,Chocolate/Tan,2015,3,True,True
A708605,Samantha,2015-08-03 17:50:00,Adoption,Dog,Female,1.0,Siberian Husky,Gray/Black,2015,8,True,True
A717002,Joy,2015-12-12 17:41:00,Adoption,Dog,Female,2.0,Labrador Retriever,Sable/White,2015,12,True,True
A668491,,2013-12-06 17:25:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Blue Tabby,2013,12,False,True
A676717,Zorrito,2014-04-23 14:29:00,Return_to_owner,Dog,Male,1.0,Shih Tzu,White/Black,2014,4,True,True
A699993,Marley,2015-04-07 18:08:00,Return_to_owner,Dog,Female,1.0,Labrador Retriever,Buff,2015,4,True,False
A672771,Irma,2014-02-17 13:51:00,Return_to_owner,Dog,Female,7.0,Cavalier Span,White/Liver,2014,2,False,True
A692585,,2014-11-28 18:45:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Orange Tabby,2014,11,True,True
A706456,Amherst,2015-08-23 18:10:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Black,2015,8,True,True
A665453,Topher,2013-11-20 12:35:00,Adoption,Dog,Male,1.0,German Shepherd,Tan/Black,2013,11,True,False
A700956,Mars,2015-04-28 16:45:00,Adoption,Dog,Male,1.0,Miniature Poodle,Blue Tick/Black,2015,4,True,False
A712031,,2015-09-16 10:45:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Brown Tabby,2015,9,False,True
A701794,Bilby,2015-07-16 10:54:00,Adoption,Cat,Female,0.25,Snowshoe,Seal Point/White,2015,7,True,True
A700468,Blitz,2015-04-21 17:52:00,Return_to_owner,Dog,Male,5.0,Pit Bull,Blue/White,2015,4,False,True
A690033,Magic,2014-11-29 11:38:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Black,2014,11,True,True
A706745,Phoebe,2015-07-08 14:28:00,Transfer,Dog,Female,6.0,Shih Tzu,Tan/White,2015,7,True,True
A711946,Ellie,2015-09-18 13:15:00,Adoption,Dog,Female,1.0,Siberian Husky,White/Tan,2015,9,True,True
A672666,Katie,2014-02-21 13:31:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Black/White,2014,2,True,True
A689086,,2014-09-29 14:32:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Orange Tabby,2014,9,False,True
A685631,,2014-08-11 09:00:00,Transfer,Cat,Male,0.8333333333333334,Domestic Shorthair,Black/White,2014,8,False,True
A664289,,2013-10-03 12:41:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Brown Tabby/White,2013,10,False,True
A679693,,2014-06-25 12:05:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Lynx Point,2014,6,False,True
A714669,Cota,2015-12-05 15:56:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Black/White,2015,12,False,True
A689516,Miles,2014-10-06 18:50:00,Return_to_owner,Dog,Male,2.0,Shih Tzu,White/Tan,2014,10,False,True
A683287,,2014-07-17 17:42:00,Transfer,Dog,Male,11.0,German Shepherd,Brown/Black,2014,7,False,True
A670006,Martin,2014-01-09 11:57:00,Transfer,Dog,Male,2.0,Chihuahua Shorthair,Brown/White,2014,1,True,True
A668732,Sunshine,2013-12-13 17:20:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Orange Tabby/White,2013,12,True,True
A701358,,2015-05-04 15:32:00,Transfer,Dog,,0.01643835616438356,English Bulldog,Tan/White,2015,5,,True
A715318,Danny,2015-11-15 12:25:00,Transfer,Dog,Male,0.5,Akita,Blue/Brown Brindle,2015,11,True,True
A694477,Wally,2015-02-23 13:25:00,Transfer,Dog,Male,1.0,Harrier,Tricolor,2015,2,True,False
A666220,Lola,2013-11-06 15:51:00,Adoption,Dog,Female,0.8333333333333334,English Bulldog,White/Tan,2013,11,True,False
A682781,,2014-07-03 09:00:00,Transfer,Cat,Male,1.0,Domestic Shorthair,White/Black,2014,7,True,True
A704390,Romeo,2015-06-10 16:16:00,Transfer,Dog,Male,5.0,St. Bernard Smooth Coat,Tricolor,2015,6,True,False
A685277,Cashew,2014-08-12 15:32:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Blue Tabby/White,2014,8,False,True
A706675,Veronica,2015-09-24 15:35:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Black,2015,9,True,True
A709972,Onyx,2015-09-01 17:13:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Black,2015,9,True,True
A707879,,2015-07-19 14:50:00,Euthanasia,Cat,Female,9.0,Domestic Longhair,Blue,2015,7,True,True
A684231,Lola,2014-07-21 16:06:00,Return_to_owner,Dog,Female,16.0,Chihuahua Shorthair,Yellow/White,2014,7,True,True
A667074,Cassie,2013-11-23 16:26:00,Transfer,Cat,Female,5.0,Domestic Shorthair,Brown Tabby,2013,11,True,True
A693659,Lika,2015-03-01 18:57:00,Adoption,Dog,Female,1.0,Labrador Retriever,Black/White,2015,3,True,True
A683024,Ruby,2014-07-10 14:13:00,Euthanasia,Dog,Female,13.0,Collie Rough,White/Black,2014,7,False,True
A663170,Bandit,2014-02-24 12:34:00,Return_to_owner,Dog,Male,10.0,Shih Tzu,White/Brown,2014,2,True,True
A702372,Tank,2015-06-07 12:51:00,Transfer,Dog,Male,1.0,Pit Bull,White/Blue,2015,6,False,True
A709597,Alexis,2015-08-24 18:53:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Black/White,2015,8,False,True
A671028,Lexi,2014-02-01 13:46:00,Adoption,Dog,Female,2.0,Chihuahua Shorthair,Brown/Tan,2014,2,True,True
A637206,Rex,2014-07-14 16:50:00,Return_to_owner,Dog,Male,2.0,Rottweiler,Black/Tan,2014,7,True,True
A663044,Blue Meadow,2014-01-29 15:07:00,Transfer,Dog,Female,3.0,Pit Bull,Blue/White,2014,1,True,True
A698487,Olivia,2015-07-08 18:37:00,Adoption,Dog,Female,1.0,Pit Bull,Brown/White,2015,7,True,True
A680091,Chloe,2014-06-14 13:53:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Tortie,2014,6,True,True
A714887,,2015-10-31 17:48:00,Transfer,Dog,Male,0.5,Jack Russell Terrier,Black/White,2015,10,True,True
A704306,Guero,2015-10-26 17:43:00,Return_to_owner,Dog,Male,0.8333333333333334,Chihuahua Shorthair,Yellow,2015,10,True,True
A531598,Rocky,2014-02-18 16:53:00,Return_to_owner,Dog,Male,6.0,Border Collie,Black/White,2014,2,True,False
A701317,Sunny,2015-04-27 17:06:00,Return_to_owner,Dog,Male,4.0,Pug,Black,2015,4,True,False
A651682,Savannah,2014-02-01 13:30:00,Adoption,Dog,Female,0.9166666666666666,Greyhound,Tan/White,2014,2,True,True
A694898,,2015-01-08 12:38:00,Return_to_owner,Dog,Female,0.038461538461538464,Pit Bull,Black/White,2015,1,False,True
A706141,,2015-06-25 18:43:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,Black/White,2015,6,False,True
A661128,Sasha,2013-11-16 16:52:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Tortie,2013,11,True,True
A703547,,2015-07-22 09:04:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2015,7,True,True
A717816,Merlin,2015-12-19 14:21:00,Return_to_owner,Cat,Female,0.8333333333333334,Siamese,Lynx Point,2015,12,True,True
A713400,,2015-10-08 13:47:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,Black,2015,10,False,True
A670309,More,2014-01-26 11:14:00,Adoption,Cat,Male,0.75,Domestic Shorthair,Blue/White,2014,1,True,True
A672755,Lucky,2014-02-18 17:50:00,Return_to_owner,Dog,Male,7.0,Beagle,Tricolor,2014,2,True,False
A690614,Morris,2014-12-04 12:27:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,12,True,True
A678228,,2014-05-06 15:59:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Brown Tabby/White,2014,5,False,True
A696531,,2015-02-07 09:00:00,Transfer,Cat,Male,1.0,Domestic Longhair,Brown Tabby,2015,2,False,True
A678351,Gemma,2014-06-16 16:03:00,Adoption,Dog,Female,1.0,Pit Bull,White/Tan,2014,6,True,True
A710926,,2015-08-30 16:25:00,Transfer,Cat,,0.0027397260273972607,Domestic Shorthair,Gray Tabby,2015,8,,True
A671149,,2014-01-23 17:24:00,Transfer,Dog,Female,1.0,Cardigan Welsh Corgi,Black/Tan,2014,1,True,True
A703801,Kieran,2015-07-06 17:13:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,White/Blue,2015,7,True,True
A675642,,2014-04-03 13:32:00,Euthanasia,Dog,Male,14.0,Chihuahua Shorthair,Brown/Black,2014,4,True,False
A688513,Jasmine,2014-09-26 16:19:00,Adoption,Cat,Female,0.3333333333333333,Siamese,Lynx Point,2014,9,True,True
A705141,Shane,2015-06-22 12:57:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2015,6,False,True
A690696,Leia,2014-11-10 10:01:00,Euthanasia,Dog,Female,5.0,Pit Bull,Brown Brindle,2014,11,False,True
A712858,,2015-09-29 14:32:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Black,2015,9,,True
A678616,Chavez,2014-05-17 11:20:00,Return_to_owner,Dog,Male,2.0,Miniature Schnauzer,Black,2014,5,True,True
A668290,,2013-12-01 18:36:00,Transfer,Cat,Male,0.07692307692307693,Domestic Longhair,Black/Chocolate,2013,12,False,True
A680800,Stryker,2014-06-09 17:20:00,Return_to_owner,Dog,Male,2.0,German Shepherd,White,2014,6,True,True
A643280,Nala,2014-07-27 18:19:00,Adoption,Dog,Female,3.0,Pit Bull,White/Blue Cream,2014,7,True,True
A719449,Taz,2016-01-23 13:24:00,Transfer,Dog,Male,7.0,Chihuahua Shorthair,Black/Tan,2016,1,True,True
A693987,,2014-12-22 17:44:00,Adoption,Dog,Female,1.0,Labrador Retriever,Black,2014,12,True,True
A699169,Deuce,2015-03-26 17:15:00,Return_to_owner,Dog,Male,8.0,Labrador Retriever,Brown,2015,3,True,False
A680298,Buddy,2014-06-05 13:04:00,Return_to_owner,Dog,Male,2.0,Miniature Poodle,White,2014,6,True,True
A680582,,2014-06-04 17:43:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,White,2014,6,,True
A666251,Knox,2013-11-01 11:09:00,Return_to_owner,Dog,Male,1.0,Siberian Husky,Gray/White,2013,11,True,True
A709473,Annie,2015-08-16 18:43:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Yellow/White,2015,8,True,True
A665006,Sasha,2013-12-22 11:48:00,Adoption,Dog,Female,0.6666666666666666,Border Collie,White/Brown,2013,12,True,True
A708087,Lily,2015-08-23 19:33:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Brown Tabby/White,2015,8,True,True
A664002,Friskey,2013-10-11 17:17:00,Adoption,Cat,Female,0.5,Domestic Shorthair,Tortie,2013,10,True,True
A691333,Marty,2014-11-11 13:44:00,Transfer,Dog,Male,1.0,Miniature Poodle,White,2014,11,True,True
A672734,Nino,2014-02-27 18:50:00,Return_to_owner,Dog,Male,0.6666666666666666,Chihuahua Shorthair,Tan,2014,2,True,True
A696628,,2015-02-08 18:58:00,Euthanasia,Cat,Male,1.0,Domestic Shorthair,Black,2015,2,False,True
A664157,Ponyo,2013-10-11 17:30:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Tricolor,2013,10,True,True
A652379,Bubba,2015-03-23 15:13:00,Euthanasia,Cat,Male,4.0,Domestic Medium Hair,Black,2015,3,True,False
A713748,Itty Bitty,2015-10-18 16:46:00,Adoption,Cat,Female,1.0,Domestic Shorthair,White/Brown Tabby,2015,10,True,True
A695238,Chester,2015-01-12 13:39:00,Return_to_owner,Dog,Male,2.0,Border Collie,Tan/White,2015,1,True,True
A701441,Lacy,2015-05-12 12:02:00,Transfer,Dog,Female,0.5,Labrador Retriever,Brown,2015,5,True,False
A711112,Malarkey,2015-10-22 10:10:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,10,True,True
A704105,Hibiscus,2015-06-15 15:39:00,Transfer,Cat,Female,0.25,Domestic Shorthair,White/Black,2015,6,True,True
A699221,Coast,2015-03-28 17:40:00,Adoption,Dog,Male,2.0,Pit Bull,Blue/White,2015,3,True,True
A681697,,2014-06-19 15:44:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,Black/White,2014,6,False,True
A716856,Growler,2015-12-20 14:55:00,Adoption,Cat,Male,0.5833333333333334,Domestic Shorthair,Brown Tabby,2015,12,True,True
A665153,,2013-10-18 17:28:00,Adoption,Cat,Male,0.5,Domestic Shorthair,Orange Tabby,2013,10,True,True
A711720,Lucy,2016-02-03 12:44:00,Adoption,Dog,Female,1.0,Pointer,White/Brown,2016,2,True,False
A676004,Scratch,2014-04-03 13:18:00,Euthanasia,Cat,Female,5.0,Domestic Shorthair,Blue Tabby,2014,4,False,True
A713722,Blaze,2015-10-12 17:09:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Blue/White,2015,10,True,True
A679223,Steve-O,2014-05-18 12:06:00,Return_to_owner,Dog,Male,3.0,Chihuahua Shorthair,White/Brown,2014,5,True,True
A710194,Oscar,2015-08-31 15:21:00,Adoption,Cat,Male,8.0,Maine Coon,Brown Tabby/White,2015,8,True,True
A700027,,2015-04-18 13:04:00,Euthanasia,Dog,Female,1.0,Pit Bull,Brown/White,2015,4,False,True
A682793,Jenkins,2014-07-19 17:01:00,Adoption,Dog,Male,1.0,German Shepherd,Sable/Tan,2014,7,True,True
A721033,Little Bit,2016-02-20 16:18:00,Return_to_owner,Dog,Male,0.75,Rat Terrier,Black Brindle/White,2016,2,True,True
A687244,,2014-09-04 13:12:00,Euthanasia,Dog,Female,10.0,Standard Schnauzer,White/Red Merle,2014,9,False,False
A678585,,2014-05-10 17:44:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Blue,2014,5,False,True
A681091,Milburn,2014-06-19 14:34:00,Transfer,Cat,Male,3.0,Domestic Shorthair,Orange Tabby,2014,6,True,True
A696005,,2015-02-03 13:29:00,Transfer,Dog,Female,0.4166666666666667,Dachshund Wirehair,Buff,2015,2,True,False
A570741,Scott,2014-07-06 14:19:00,Return_to_owner,Dog,Male,14.0,Australian Shepherd,Blue/Tan,2014,7,True,True
A526647,Yeti,2015-04-02 15:20:00,Return_to_owner,Dog,Male,6.0,Maltese,White/White,2015,4,True,True
A690444,Buddy,2014-12-04 12:29:00,Transfer,Cat,Male,2.0,Domestic Longhair,Black/White,2014,12,True,False
A700350,,2015-04-12 16:20:00,Transfer,Cat,,0.0136986301369863,Domestic Shorthair,Black,2015,4,,True
A673194,,2014-02-26 17:29:00,Adoption,Dog,Female,0.25,Chihuahua Shorthair,Tan/White,2014,2,True,True
A675513,,2014-05-24 13:04:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2014,5,True,True
A689050,Cherie,2014-10-27 16:53:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,10,True,True
A701392,,2015-04-29 09:00:00,Transfer,Cat,,4.0,Domestic Longhair,Black,2015,4,,True
A692460,,2014-11-25 18:43:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Torbie,2014,11,False,True
A670388,,2014-01-11 16:16:00,Euthanasia,Cat,Male,12.0,Domestic Shorthair,Brown Tabby,2014,1,True,True
A686818,Ruger,2014-09-17 16:12:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Black,2014,9,True,True
A678762,Charlie,2014-05-14 18:52:00,Adoption,Dog,Male,6.0,Pomeranian,Black/Gray,2014,5,True,True
A665849,Scooter,2014-03-10 16:59:00,Transfer,Dog,Male,2.0,Chihuahua Shorthair,Tan,2014,3,True,True
A673882,,2014-03-07 14:39:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Brown Tabby,2014,3,False,True
A699374,Damian,2015-03-27 11:45:00,Return_to_owner,Dog,Male,2.0,Rottweiler,Black/Tan,2015,3,False,False
A687301,Sidney,2014-09-18 13:18:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Blue Tabby,2014,9,True,True
A696704,,2015-02-14 17:26:00,Adoption,Dog,Female,4.0,Yorkshire Terrier,Tan,2015,2,True,False
A711900,,2015-09-13 16:39:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Orange Tabby,2015,9,,True
A690193,,2014-10-16 16:55:00,Transfer,Dog,Female,0.08333333333333333,Plott Hound,Black,2014,10,False,True
A682104,,2014-06-24 16:33:00,Transfer,Dog,Female,0.09615384615384616,Australian Cattle Dog,Black/Brown,2014,6,False,True
A687011,Gigi,2014-12-07 11:32:00,Transfer,Dog,Female,0.9166666666666666,Boston Terrier,Black/White,2014,12,True,True
A698883,,2015-03-19 12:37:00,Euthanasia,Cat,Male,1.0,Domestic Shorthair,Black/White,2015,3,False,True
A717022,Pickles,2015-12-13 16:20:00,Adoption,Dog,Male,1.0,Swedish Vallhund,Tan/Black,2015,12,True,True
A706766,Radar,2016-02-13 10:17:00,Adoption,Cat,Male,2.0,Domestic Shorthair,White/Orange Tabby,2016,2,True,True
A715630,Cody,2015-11-07 19:13:00,Return_to_owner,Dog,Male,5.0,Basset Hound,Brown,2015,11,False,True
A704299,Farrah,2015-06-18 18:23:00,Transfer,Dog,Female,6.0,Siberian Husky,White/Black,2015,6,True,True
A707859,Bernie,2015-12-31 14:42:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Brown/White,2015,12,True,True
A163459,Sasha,2014-11-14 19:28:00,Return_to_owner,Dog,Female,15.0,Miniature Schnauzer,Black/Gray,2014,11,False,True
A701598,Moby,2015-05-09 14:07:00,Transfer,Dog,Male,2.0,Australian Shepherd,Cream,2015,5,False,True
A708839,Doug,2015-10-01 12:09:00,Transfer,Cat,Male,0.16666666666666666,Domestic Medium Hair,Orange Tabby,2015,10,True,False
A683999,,2014-07-18 18:25:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Brown Tabby,2014,7,,True
A665618,,2013-10-21 16:04:00,Transfer,Cat,Female,0.4166666666666667,Domestic Shorthair,Calico/White,2013,10,False,True
A682524,Rio,2014-07-02 14:16:00,Return_to_owner,Dog,Male,4.0,Doberman Pinsch,Tan/Gray,2014,7,True,False
A667455,Bebop,2013-11-20 13:32:00,Transfer,Dog,Female,1.0,Chihuahua Shorthair,White/Tan,2013,11,True,False
A668223,Bodi,2013-12-07 11:02:00,Return_to_owner,Dog,Male,5.0,Labrador Retriever,Black/White,2013,12,True,False
A710797,Rusty,2015-09-01 00:00:00,Transfer,Dog,Male,1.0,English Pointer,Brown/White,2015,9,True,True
A705185,,2015-06-14 14:30:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Black/White,2015,6,,True
A712526,,2015-09-24 18:23:00,Transfer,Cat,,0.0576923076923077,Domestic Shorthair,Brown Tabby/White,2015,9,,True
A679979,Fifi,2014-07-13 19:32:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black/White,2014,7,True,True
A694845,,2015-01-20 14:42:00,Transfer,Dog,Female,0.038461538461538464,Border Collie,Black/White,2015,1,False,True
A680823,,2014-06-08 14:08:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Longhair,Blue/White,2014,6,False,True
A713159,,2015-10-04 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Calico,2015,10,False,True
A699885,Henry,2015-04-12 13:54:00,Adoption,Dog,Male,0.25,Chihuahua Shorthair,Black/Tan,2015,4,True,True
A685872,Cassie,2014-08-20 15:01:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Silver Lynx Point,2014,8,False,True
A704125,Lexie,2015-06-10 16:54:00,Return_to_owner,Dog,Female,6.0,American Staffordshire Terrier,Tan/White,2015,6,True,True
A692067,Artie,2014-12-04 17:27:00,Transfer,Dog,Male,2.0,Great Dane,Gray/White,2014,12,True,True
A680492,Dusty,2014-06-07 17:38:00,Adoption,Dog,Female,0.3333333333333333,Australian Shepherd,Yellow Brindle,2014,6,True,False
A682761,Shadow,2014-07-02 18:49:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Blue/White,2014,7,False,True
A699647,Chaquito,2015-06-30 13:09:00,Transfer,Dog,Male,3.0,Chihuahua Shorthair,White/Black,2015,6,True,True
A714783,,2015-10-28 09:00:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Orange Tabby/White,2015,10,False,True
A716327,Sasha,2015-12-17 15:40:00,Adoption,Dog,Female,1.0,Labrador Retriever,Brown,2015,12,True,True
A690526,Willa,2014-10-23 11:38:00,Return_to_owner,Dog,Female,3.0,Pointer,White/Black,2014,10,True,True
A532406,Zoey,2014-09-22 18:16:00,Adoption,Dog,Female,6.0,Toy Poodle,Black,2014,9,True,False
A663887,Hooch,2013-10-01 15:07:00,Euthanasia,Dog,Male,3.0,Pit Bull,Red/White,2013,10,True,True
A664799,,2013-10-09 17:04:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,Brown Tabby/White,2013,10,False,True
A684824,Michonne,2014-08-06 14:23:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black/White,2014,8,False,True
A666769,Willie,2013-11-27 14:32:00,Transfer,Dog,Male,2.0,Pit Bull,Brown Brindle/White,2013,11,False,True
A716755,Princess,2015-12-06 19:05:00,Adoption,Dog,Female,1.0,Maltese,White,2015,12,True,False
A669817,Jj,2014-02-09 15:58:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,White/Black,2014,2,False,True
A671549,Nitro,2014-02-05 16:08:00,Return_to_owner,Cat,Male,2.0,Domestic Shorthair,Black/White,2014,2,True,True
A697894,,2015-03-03 11:40:00,Transfer,Cat,,0.00821917808219178,Domestic Shorthair,Black,2015,3,,True
A708044,,2015-07-26 15:22:00,Transfer,Dog,Male,3.0,Pomeranian,Red,2015,7,True,True
A706561,,2015-07-07 18:32:00,Adoption,Dog,Female,0.16666666666666666,Pointer,Black/White,2015,7,True,True
A689497,Kit Kat,2014-10-05 11:52:00,Return_to_owner,Dog,Female,4.0,Yorkshire Terrier,Brown/Black,2014,10,True,False
A687536,,2014-09-06 12:10:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,Brown Tabby,2014,9,False,True
A695049,,2015-01-13 14:43:00,Transfer,Cat,Female,0.5,Domestic Shorthair,Torbie,2015,1,True,True
A697336,Patrick,2015-03-03 11:29:00,Return_to_owner,Dog,Male,2.0,Miniature Pinscher,Black/Brown,2015,3,False,False
A692433,,2014-11-20 14:42:00,Euthanasia,Dog,Male,0.6666666666666666,Chihuahua Shorthair,Tricolor,2014,11,False,True
A709334,Larry,2016-02-20 13:49:00,Adoption,Cat,Male,3.0,Domestic Shorthair,Orange Tabby,2016,2,True,True
A697354,,2015-02-22 12:56:00,Euthanasia,Cat,Male,4.0,Domestic Shorthair,Black/White,2015,2,False,True
A696905,,2015-02-18 11:37:00,Transfer,Dog,Female,10.0,Shih Tzu,White,2015,2,True,True
A702921,Agatha,2015-05-24 17:30:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2015,5,True,True
A710767,,2015-08-28 09:00:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Blue Tabby,2015,8,False,True
A690534,Edward,2014-11-20 12:36:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,11,True,True
A699586,Max,2015-03-30 18:40:00,Return_to_owner,Cat,Male,2.0,Sphynx,Brown Tabby/White,2015,3,False,False
A708792,Faith,2015-08-04 12:44:00,Return_to_owner,Dog,Female,10.0,Bichon Frise,White,2015,8,True,True
